ID,sentence,REP,UNQ,DIV,EMO,ZT
96,"店内装饰简约时尚,布局合理,营造出舒适的用餐环境。",0.5667,0.2529,0.5,0.4999999999999999,3
99,"店内音乐旋律动听,音量适度,为用餐带来愉悦的体验。",0.5,0.0632,0.5,0.4999999999999999,3
102,"店内环境宁静雅致,布置得体,让人感到放松。",0.6,0.2529,0.5,0.4999999999999999,3
105,"店内音乐旋律优美,音量适中,为用餐增添了几分浪漫。",0.3929,0.3161,0.5,0.4999999999999999,3
108,"店内装饰别具匠心,布局合理,营造出舒适的用餐氛围。",0.6667,0.3161,0.5,0.4999999999999999,3
7,服务态度也很好帮我们介绍北京的特色美食和景点。,0.18,0.0941,0.3333,0.3333333333333333,4
9,"服务人员很热心没有让我们多点多花钱,很不错。",0.1714,0.107,0.3333,0.3333333333333333,4
10,"服务好,跟我们说了怎么坐车哪里好玩。",0.18,0.107,0.3333,0.3333333333333333,4
11,服务人员热情点菜的时候还特意交代厨师给孩子做了一个免辣的。,0.18,0.1005,0.3333,0.3333333333333333,4
16,两天连续在这边吃的客房和餐厅工作人员都特别好。,0.03,0.2157,0.1667,0.16666666666666666,4
46,"服务员态度热情,解答问题耐心细致,让人感到宾至如归。",0.7214,0.3235,0.5,0.4999999999999999,4
52,"餐厅的服务一流,员工训练有素,对待客人非常细心。",0.4714,0.4314,0.5,0.4999999999999999,4
56,"服务员笑容可掬,待人接物亲切有礼,提升了整个用餐体验。",0.3,0.3235,0.5,0.4999999999999999,4
61,"服务人员反应迅速,处理问题高效,让顾客感到舒心。",0.2214,0.1078,0.5,0.4999999999999999,4
67,"餐厅的服务态度令人满意,员工专业且友好,增加了用餐的愉悦感。",0.45,0.6471,0.5,0.4999999999999999,4
71,"服务人员礼貌周到,对顾客的需求反应迅速,让人感到被重视。",0.35,0.1078,0.5,0.4999999999999999,4
77,"餐厅的服务态度真诚,员工热情洋溢,让顾客倍感温暖。",0.5,0.3235,0.5,0.4999999999999999,4
83,"餐厅的服务贴心周到,员工专业素养高,让人宾至如归。",0.9,0.2123,0.5,0.4999999999999999,4
89,"餐厅的服务高效快捷,员工态度诚恳,让顾客感到满意。",0.35,0.4314,0.5,0.4999999999999999,4
95,"餐厅的服务态度热情,员工专业有素,让人感到宾至如归。",1.0,0.3235,0.5,0.4999999999999999,4
101,"餐厅的服务高效周到,员工热情洋溢,让顾客倍感尊贵。",0.6,0.5307,0.5,0.4999999999999999,4
107,"餐厅的服务态度亲切,员工笑容满面,让人感到宾至如归。",0.9,0.8627,0.5,0.4999999999999999,4
5,菜品价位比较亲民关键是味道真棒。,0.3,0.0458,0.3333,0.3333333333333333,5
6,"说实在话,作为没有见过雪的南方人,能在天安门广场附近吃到香喷喷的米饭、红烧茄子、鲜嫩的鸡毛菜、北京特产烤鸭着实赞赞赞。",0.46,0.0458,0.8333,0.8333333333333333,5
8,"食材新鲜,水饺🥟挺多的是人工包的。",0.2,0.0458,0.3333,0.3333333333333333,5
12,"菜品口味特别好,环境也不错,服务态度很好,都吃完了,下次还来,价格特别实惠。离天安门特别近,推荐大家来。",0.5371,0.2659,0.8333,0.6666666666666666,5
13,"来到这里服务员热情招待,孩子点的小酥肉外焦里嫩很好吃,麻婆豆腐味道很好呀,不一样的口味,大家来尝尝吧！",0.3517,0.0458,0.8333,0.8333333333333333,5
15,"老北京炸酱面味道挺好,很早就想吃一下是什么味道的,肉酱熬的,面也劲道很好吃,服务员小姐姐还给我们预约了天安门广场升旗,要不就白跑一趟,非常感谢！",0.6225,0.1833,1.0,1.0,5
17,点的烤鸭味道好吃还送了鸭汤小姐姐也特别好地理位置不错．．．,0.1688,0.0917,0.5,0.4999999999999999,5
18,"味道非常不错,服务态度很好！绝不会宰客！改好心送了两个刚出炉花卷给我吃！非常棒！欢迎大家光临．",0.5909,0.0352,0.8333,0.8333333333333333,5
19,"麻酱面特别好吃,价格实惠,下次还会过来吃！",0.4667,0.2037,0.5,0.4999999999999999,5
20,"天安荟餐厅,离地铁近,烤鸭味道不错,服务好,是一个不错的地方,离天安门可近,推荐推荐",0.3658,0.0433,1.0,1.0,5
26,"菜品也很好,服务热情周到,值得推荐！",0.1865,0.0449,0.5,0.4999999999999999,5
27,"味道还不错,随机进店,感受了北京炸酱面,大家值得一试！",0.17,0.1747,0.3333,0.3333333333333333,5
29,"老北京炸酱面很好吃,服务态度很好,来北京就要吃点老北京得特色菜．",0.2076,0.0705,0.5,0.3333333333333333,5
30,"香椿豆腐丝味道非常好,炸酱面也很地道．",0.1636,0.0458,0.3333,0.3333333333333333,5
31,"口味好,环境不错,服务态度也非常好,值得品尝．",0.2174,0.131,0.6667,0.6666666666666666,5
36,"在网上看到评论,不错,就直接团好了来的,服务挺好,菜挺多味道不错。",0.2103,0.0866,0.6667,0.6666666666666666,5
37,"菜味道不错,物美价廉,合适出游人的口味,京酱肉丝不错．",0.3373,0.275,0.6667,0.6666666666666666,5
38,"这个店的生意不错地理位置优越而且价格便宜离天安门很近,蛋炒饭量很大啊．",0.2114,0.275,0.6667,0.6666666666666666,5
41,"招牌菜口感鲜美,创意十足,令人回味无穷,推荐蒜蓉粉丝蒸扇贝。",0.16,0.3208,0.6667,0.6666666666666666,5
44,"厨师手艺精湛,每道菜都色香味俱全,尤其是那道清蒸海鲈鱼。",0.1803,0.5042,0.5,0.4999999999999999,5
47,"菜品新鲜,份量适中,价格合理,是性价比很高的选择。",0.4229,0.0897,0.6667,0.6666666666666666,5
51,"这家餐厅的菜品质量上乘,每一道菜都精心制作,让人赞不绝口。",0.4,0.55,0.5,0.4999999999999999,5
54,"这家餐厅的菜品创新独特,口味多样,满足不同顾客的需求。",0.2,0.275,0.5,0.4999999999999999,5
59,"这家餐厅的菜品味道地道,选材讲究,每一道菜都是精品。",0.4714,0.3173,0.5,0.4999999999999999,5
63,"这家餐厅的菜品新鲜美味,分量充足,价格公道。",0.45,0.2292,0.5,0.4999999999999999,5
66,"这家餐厅的菜品风味独特,烹饪技巧高超,令人印象深刻。",0.45,0.5958,0.5,0.4999999999999999,5
69,"这家餐厅的菜品选料上乘,制作精细,味道纯正。",0.2167,0.4583,0.5,0.4999999999999999,5
73,"这家餐厅的菜品品质上乘,口味纯正,性价比高。",0.6,0.1833,0.5,0.4999999999999999,5
76,"这家餐厅的菜品制作精良,色香味俱佳,让人食指大动。",0.9,0.7792,0.5,0.4999999999999999,5
79,"这家餐厅的菜品创新十足,口味新颖,让人耳目一新。",0.25,0.5042,0.5,0.4999999999999999,5
82,"这家餐厅的菜品色香味俱全,每一道菜都让人回味无穷。",0.3,0.825,0.3333,0.3333333333333333,5
85,"这家餐厅的菜品制作用心,选材讲究,味道鲜美。",0.4833,0.4072,0.5,0.4999999999999999,5
88,"这家餐厅的菜品口感丰富,调味恰到好处,让人赞不绝口。",0.5,0.68,0.5,0.4999999999999999,5
91,"这家餐厅的菜品色香味形俱佳,每一道菜都是一场视觉盛宴。",0.4,0.3208,0.3333,0.3333333333333333,5
94,"这家餐厅的菜品制作精细,口味独特,让人难以忘怀。",0.2643,0.7333,0.5,0.4999999999999999,5
97,"这家餐厅的菜品色香味俱佳,分量适中,价格合理。",0.3929,0.4125,0.5,0.4999999999999999,5
100,"这家餐厅的菜品口感独特,味道鲜美,让人流连忘返。",0.2333,0.5882,0.5,0.4999999999999999,5
103,"这家餐厅的菜品色香味形俱佳,每一道菜都令人难忘。",0.4,0.5958,0.3333,0.3333333333333333,5
106,"这家餐厅的菜品制作精良,味道纯正,让人食指大动。",0.9,0.9167,0.5,0.4999999999999999,5
109,"这家餐厅的菜品色香味俱全,分量适中,价格实惠。",0.8,0.5297,0.5,0.4999999999999999,5
42,"外卖配送迅速,包装精美,保温效果好,非常满意这次的用餐体验。",0.5214,0.1667,0.6667,0.6666666666666666,6
49,"这家餐厅的外卖服务非常好,配送员礼貌周到,准时送达。",0.3214,0.3333,0.5,0.4999999999999999,6
57,"这家餐厅的外卖打包服务非常周到,菜品分量足,价格实惠。",0.45,0.5,0.5,0.4999999999999999,6
64,"餐厅的外卖包装精致,保温效果出色,确保了食物的新鲜度。",0.6,0.1667,0.5,0.4999999999999999,6
74,"餐厅的外卖服务便捷,配送时间准确,食物保持原汁原味。",0.6,0.6667,0.5,0.4999999999999999,6
80,"餐厅的外卖包装环保,封口严密,避免了食物外泄。",0.33,0.3333,0.5,0.4999999999999999,6
86,"餐厅的外卖配送及时,包装完好,食物温度适中。",0.9,0.8333,0.5,0.4999999999999999,6
92,"餐厅的外卖包装精美,密封性好,保证了食物的新鲜度和口感。",0.3714,0.1667,0.5,0.4999999999999999,6
98,"餐厅的外卖配送准时,包装牢固,食物温度适宜。",0.6333,0.5,0.5,0.4999999999999999,6
104,"餐厅的外卖服务快速,包装严密,食物保持原汁原味。",0.7,1.0,0.5,0.4999999999999999,6
110,"餐厅的外卖配送及时,包装结实,食物温度适宜。",0.9,0.8333,0.5,0.4999999999999999,6
